"User Genome","Classification","FastANI Reference","FastANI Reference Radius","FastANI Taxonomy","FastANI ANI","FastANI Alignment Fraction","Closest Placement Reference","Closest Placement Taxonomy","Closest Placement ANI","Closest Placement Alignment Fraction","Classification Method","Note","Other Related References","MSA AA Percent","RED Value","Warnings"
"bin.032.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__","-","-","-","-","-","GCA_003166055.1","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003166055","81.77","0.56","taxonomic classification defined by topology and ANI","-","GCA_003170825.1, s__Terracidiphilus sp...","30.16","0.9663378926","Genome has more than 62.5% of markers with multiple hits"
"bin.033.fa","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__","-","-","-","-","-","GCA_003140665.1","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__Palsa-1447 sp003140665","78.66","0.42","taxonomic classification defined by topology and ANI","-","GCA_003164715.1, s__Palsa-1447 sp00316...","24.02","0.9724922274","-"
"bin.035.fa","d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","56.84","0.7228009514","-"
"bin.037.fa","d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__JACDET01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","40.16","0.8825135099","-"
"bin.038.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","11.99","0.7020078434","-"
"bin.041.fa","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","18.28","0.8782523218","-"
"bin.043.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","50.86","0.8550762954","-"
"bin.044.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","69.23","0.8792477874","-"
"bin.045.fa","d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","30.36","0.8332830056","Genome has more than 20.8% of markers with multiple hits"
"bin.048.fa","d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__PMNU01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","30.38","0.8736831617","-"
"bin.049.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__","-","-","-","-","-","GCA_003139615.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__Rhizomicrobium sp003139615","77.77","0.28","taxonomic classification defined by topology and ANI","-","-","48.56","0.9207374084","-"
"bin.051.fa","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA1321;g__JABDGH01;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_013285645.1, s__JABDGH01 sp0132856...","53.15","0.9334421123","-"
"bin.052.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-343;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_003131625.1, s__Palsa-343 sp003131...","31.41","0.9226968847","Genome has more than 54.2% of markers with multiple hits"
"bin.053.fa","d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CAJCIR01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","42.88","0.9021761541","Genome has more than 15.8% of markers with multiple hits"
"bin.054.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_003170825.1, s__Terracidiphilus sp...","72.19","0.9226282928","-"
"bin.055.fa","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__","-","-","-","-","-","GCA_003140665.1","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__Palsa-1447 sp003140665","79.77","0.43","taxonomic classification defined by topology and ANI","-","GCA_003164715.1, s__Palsa-1447 sp00316...","69.15","0.9719257247","-"
"bin.056.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__","-","-","-","-","-","GCA_003140785.1","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003140785","77.84","0.36","taxonomic classification defined by topology and ANI","-","GCA_003170825.1, s__Terracidiphilus sp...","10.14","0.9665329517","Genome has more than 85.8% of markers with multiple hits"
"bin.058.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","67.74","0.8775267189","-"
"bin.059.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","55.61","0.8817334553","-"
"bin.060.fa","d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__UBA920;g__PALSA-1336;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","53.52","0.9133233159","-"
"bin.061.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__","-","-","-","-","-","GCF_009766065.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter sp009766065","91.23","0.53","taxonomic classification defined by topology and ANI","-","GCF_002001165.1, s__Rhodanobacter sp00...","34.68","0.9952393238","Genome has more than 13.3% of markers with multiple hits"
"bin.062.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__JABCZH01;s__","-","-","-","-","-","GCA_013289795.1","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__JABCZH01;s__JABCZH01 sp013289795","82.85","0.63","taxonomic classification defined by topology and ANI","-","-","34.78","0.9732387958","Genome has more than 59.2% of markers with multiple hits"
"bin.065.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__JABDEM01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","38.73","0.857627889","Genome has more than 42.5% of markers with multiple hits"
"bin.067.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__UBA10103;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","67.82","0.9106321677","-"
"bin.068.fa","d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__PALSA-1444;s__","-","-","-","-","-","GCA_013286675.1","d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__PALSA-1444;s__PALSA-1444 sp013286675","85.47","0.67","taxonomic classification defined by topology and ANI","-","GCA_003153295.1, s__PALSA-1444 sp00315...","62.72","0.9835311532","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.069.fa","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__","-","-","-","-","-","GCA_003133815.1","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358 sp003133815","83.41","0.53","taxonomic classification defined by topology and ANI","-","GCA_003139955.1, s__UBA11358 sp0031399...","86.24","0.9562283362","-"
"bin.070.fa","d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__JABDBL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","29.96","0.8918533772","-"
"bin.071.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","31.41","0.84934634","Genome has more than 39.2% of markers with multiple hits"
"bin.072.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","66.81","0.8831561493","-"
"bin.075.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","58.27","0.8828519869","-"
"bin.076.fa","d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__JACDET01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","64.05","0.8813387552","-"
"bin.077.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","68.43","0.8785694414","-"
"bin.078.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__","-","-","-","-","-","GCA_903897605.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__Rhizomicrobium sp903897605","80.64","0.45","taxonomic classification defined by topology and ANI","-","GCA_013697055.1, s__Rhizomicrobium sp0...","34.6","0.9690978885","Genome has more than 26.7% of markers with multiple hits"
"bin.079.fa","d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__JACDET01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","62.62","0.8819252503","-"
"bin.080.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","49.83","0.883446486","-"
"bin.081.fa","d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__PMNU01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","61.05","0.8720569405","-"
"bin.086.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","67.84","0.8749353797","-"
"bin.087.fa","d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__PALSA-1444;s__","-","-","-","-","-","GCA_013286675.1","d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__PALSA-1444;s__PALSA-1444 sp013286675","79.5","0.36","taxonomic classification defined by topology and ANI","-","GCA_003153295.1, s__PALSA-1444 sp00315...","44.87","0.9725926303","-"
"bin.088.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__1-14-0-10-45-20;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","64.74","0.9108372172","-"
"bin.089.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","46.42","0.872169391","-"
"bin.090.fa","d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA10015;f__GCA-002753745;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","18.8","0.9140146959","-"
"bin.091.fa","d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__RGVC01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","23.05","0.9105023819","-"
"bin.092.fa","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__","-","-","-","-","-","GCA_903910555.1","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__Fen-1231 sp903910555","80.99","0.64","taxonomic classification defined by topology and ANI","-","GCA_003171215.1, s__Fen-1231 sp0031712...","68.93","0.9783204094","-"
"bin.097.fa","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__","-","-","-","-","-","GCA_003133815.1","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358 sp003133815","81.07","0.51","taxonomic classification defined by topology and ANI","-","GCA_003139955.1, s__UBA11358 sp0031399...","50.13","0.9487855512","-"
"bin.098.fa","d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__UBA1369;g__PALSA-1335;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","18.11","0.9102811726","-"
"bin.101.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","37.8","0.8815715941","Genome has more than 16.7% of markers with multiple hits"
"bin.102.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__","-","-","-","-","-","GCA_003164375.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__BOG-931 sp003164375","78.42","0.33","taxonomic classification defined by topology and ANI","-","-","30.75","0.9372971778","Genome has more than 35.8% of markers with multiple hits"
"bin.103.fa","d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__SM23-39;g__CAIPFQ01;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","57.53","0.9328072355","-"
"bin.104.fa","d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA10015;f__GCA-002753745;g__JABDGZ01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","18.82","0.9253992171","-"
"bin.105.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_003134045.1, s__Bog-1198 sp0031340...","68.51","0.9495286494","-"
"bin.106.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__GWA1-54-10;s__","-","-","-","-","-","GCA_903824155.1","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__GWA1-54-10;s__GWA1-54-10 sp903824155","79.39","0.41","taxonomic classification defined by topology and ANI","-","-","64.44","0.9659178081","-"
"bin.107.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","21.94","0.882725895","-"
"bin.108.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","27.36","0.8399098849","-"
"bin.109.fa","d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__UBA5150;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","38.65","0.9461959311","-"
"bin.110.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","60.55","0.867933602","-"
"bin.114.fa","d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__CAJCIW01;s__","-","-","-","-","-","GCA_903970455.1","d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__CAJCIW01;s__CAJCIW01 sp903970455","77.4","0.22","taxonomic classification defined by topology and ANI","-","-","76.97","0.9126603803","-"
"bin.115.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__PALSA-1337;g__PALSA-1337;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","56.22","0.9206616136","-"
"bin.116.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia phenazinium_B","GCF_900141745.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia phenazinium_B","97.13","0.7","GCF_900141745.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia phenazinium_B","97.13","0.7","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_004365055.1, s__Paraburkholderia p...","29.6","-","-"
"bin.118.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SXRF01;g__JABCZZ01;s__","-","-","-","-","-","GCA_013289445.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SXRF01;g__JABCZZ01;s__JABCZZ01 sp013289445","77.13","0.26","taxonomic classification defined by topology and ANI","-","-","40.1","0.9104562664","Genome has more than 54.2% of markers with multiple hits"
"bin.119.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__UBA10103;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","27.08","0.9262301958","-"
"bin.122.fa","d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__UBA920;g__PALSA-1336;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_003151625.1, s__PALSA-1336 sp00315...","42.78","0.8849407423","-"
"bin.124.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","-","GCF_903915535.1, s__Reyranella aerosac...","18.94","0.9839829397","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.128.fa","d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__VMFF01;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","76","0.7803732484","-"
"bin.131.fa","d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__GCA-2746885;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","56.07","0.8757137346","-"
