Bin Name	Marker Lineage	# Genomes	# Markers	# Marker Sets	0	1	2	3	4	5+	Completeness	Contamination
bin.068	k__Bacteria	88	230	148	61	168	1	0	0	0	86.57	0.23
bin.069	k__Bacteria	88	230	148	11	217	2	0	0	0	94.59	1.35
bin.070	c__Gammaproteobacteria	1097	270	172	198	65	7	0	0	0	25.42	3.78
bin.071	k__Bacteria	5449	104	58	30	42	19	6	6	1	76.21	75.08
bin.072	k__Bacteria	924	151	101	43	107	1	0	0	0	62.18	0.99
bin.073	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.074	k__Bacteria	5449	104	58	30	9	22	17	16	10	88.79	205.39
bin.075	k__Bacteria	5449	104	58	38	66	0	0	0	0	67.84	0.0
bin.076	k__Bacteria	924	151	101	35	116	0	0	0	0	72.28	0.0
bin.077	c__Gammaproteobacteria	67	481	276	99	360	21	1	0	0	86.66	3.64
bin.078	k__Bacteria	5449	104	58	55	25	22	1	1	0	65.67	36.9
bin.079	k__Bacteria	924	151	101	51	100	0	0	0	0	54.95	0.0
bin.080	k__Bacteria	901	171	117	77	88	6	0	0	0	45.38	3.56
bin.081	k__Bacteria	901	171	117	56	107	8	0	0	0	58.47	3.61
bin.082	k__Archaea	207	149	107	29	119	1	0	0	0	76.64	0.93
bin.083	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.084	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.085	k__Bacteria	5449	103	57	13	8	45	35	2	0	80.54	124.75
bin.086	k__Bacteria	924	151	101	44	107	0	0	0	0	61.68	0.0
bin.087	k__Bacteria	5449	104	58	65	39	0	0	0	0	50.82	0.0
bin.088	k__Bacteria	2993	143	89	32	111	0	0	0	0	73.36	0.0
bin.089	k__Bacteria	924	161	108	84	71	6	0	0	0	46.44	2.41
bin.090	k__Bacteria	5449	104	58	82	21	1	0	0	0	31.9	1.72
bin.091	k__Bacteria	5449	104	58	86	18	0	0	0	0	27.59	0.0
bin.092	k__Bacteria	2993	147	91	42	101	4	0	0	0	87.59	4.4
bin.093	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.094	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.095	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.096	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.097	k__Bacteria	5449	104	58	58	45	1	0	0	0	60.97	1.72
bin.098	k__Bacteria	2993	147	91	116	29	2	0	0	0	22.68	1.1
bin.099	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.100	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.101	k__Bacteria	5449	103	58	27	50	26	0	0	0	67.7	16.16
bin.102	c__Alphaproteobacteria	564	349	230	84	129	99	31	4	2	80.11	56.12
bin.103	k__Bacteria	88	230	148	62	164	4	0	0	0	73.5	2.03
bin.104	k__Bacteria	5449	104	58	89	12	3	0	0	0	24.14	5.17
bin.105	p__Proteobacteria	2231	190	119	37	138	15	0	0	0	85.1	4.76
bin.106	k__Bacteria	5449	104	58	16	88	0	0	0	0	78.42	0.0
bin.107	k__Bacteria	5449	104	58	67	26	10	1	0	0	36.83	10.42
bin.108	k__Bacteria	5449	104	58	70	31	3	0	0	0	40.82	4.31
bin.109	k__Bacteria	924	161	108	101	57	3	0	0	0	39.56	2.04
bin.110	k__Bacteria	901	171	117	62	99	9	1	0	0	53.82	2.72
bin.111	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.112	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.113	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.114	k__Bacteria	88	230	148	24	189	17	0	0	0	88.34	9.46
bin.115	k__Bacteria	5449	104	58	26	78	0	0	0	0	73.72	0.0
bin.116	k__Bacteria	5449	104	58	69	30	5	0	0	0	48.04	8.62
bin.117	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.118	k__Bacteria	5449	103	57	9	49	42	3	0	0	98.56	54.55
bin.119	k__Bacteria	901	171	117	109	52	8	2	0	0	38.71	8.55
bin.120	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.121	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.122	c__Spirochaetia	72	215	125	106	99	10	0	0	0	56.02	4.8
bin.123	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.124	k__Bacteria	5449	104	58	88	15	1	0	0	0	22.41	1.72
bin.125	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.126	k__Bacteria	5449	104	58	90	14	0	0	0	0	3.13	0.0
bin.127	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.128	k__Bacteria	924	151	101	34	117	0	0	0	0	70.79	0.0
bin.129	k__Archaea	207	149	107	130	19	0	0	0	0	4.91	0.0
bin.130	k__Archaea	207	149	107	130	19	0	0	0	0	5.78	0.0
bin.131	k__Bacteria	5449	104	58	51	53	0	0	0	0	76.72	0.0
bin.132	k__Archaea	207	149	107	135	14	0	0	0	0	2.73	0.0
bin.133	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.134	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.135	k__Bacteria	5449	104	58	70	31	3	0	0	0	41.38	4.31
bin.136	k__Bacteria	5449	104	58	84	20	0	0	0	0	34.48	0.0
bin.137	root	5656	56	24	52	0	4	0	0	0	1.85	1.85
bin.138	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.139	o__Rickettsiales	83	324	211	131	181	10	2	0	0	56.98	4.2
bin.140	c__Gammaproteobacteria	67	481	276	138	313	30	0	0	0	71.21	7.51
bin.141	c__Alphaproteobacteria	564	349	230	21	326	2	0	0	0	91.52	0.87
bin.142	k__Bacteria	901	171	117	41	129	1	0	0	0	68.49	0.85
bin.143	k__Bacteria	88	227	146	45	178	4	0	0	0	85.17	1.54
bin.144	k__Bacteria	5449	104	58	20	44	23	17	0	0	73.09	54.32
bin.145	k__Bacteria	5449	104	58	22	82	0	0	0	0	69.64	0.0
bin.146	k__Bacteria	174	149	89	61	88	0	0	0	0	43.73	0.0
bin.147	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.148	k__Bacteria	5449	104	58	53	50	1	0	0	0	77.07	1.72
bin.149	k__Archaea	207	149	107	139	10	0	0	0	0	2.37	0.0
bin.150	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.151	k__Bacteria	2258	188	117	72	109	7	0	0	0	56.34	3.42
bin.152	k__Bacteria	5449	104	58	90	9	3	2	0	0	20.69	9.48
bin.153	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.154	k__Bacteria	5449	104	58	76	27	1	0	0	0	30.6	1.72
bin.155	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.156	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.157	k__Bacteria	5449	102	56	75	26	1	0	0	0	29.33	1.79
bin.158	k__Bacteria	5449	100	55	98	2	0	0	0	0	1.82	0.0
bin.159	k__Bacteria	5449	104	58	81	23	0	0	0	0	32.76	0.0
bin.160	k__Bacteria	2993	147	91	64	58	25	0	0	0	59.66	14.43
bin.161	k__Bacteria	5449	103	57	88	13	2	0	0	0	20.88	3.51
bin.162	k__Bacteria	5449	104	58	80	24	0	0	0	0	24.58	0.0
bin.163	k__Bacteria	5449	104	58	89	15	0	0	0	0	11.29	0.0
