"User Genome","Classification","FastANI Reference","FastANI Reference Radius","FastANI Taxonomy","FastANI ANI","FastANI Alignment Fraction","Closest Placement Reference","Closest Placement Taxonomy","Closest Placement ANI","Closest Placement Alignment Fraction","Classification Method","Note","Other Related References","MSA AA Percent","RED Value","Warnings"
"bin.018.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__SCGC-AG-212-F23;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","61.07","0.8623558419","Genome has more than 12.5% of markers with multiple hits"
"bin.019.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAJCIS01;s__","-","-","-","-","-","GCA_903970435.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAJCIS01;s__CAJCIS01 sp903970435","77.47","0.33","taxonomic classification defined by topology and ANI","-","-","71.47","0.9204732983","-"
"bin.020.fa","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_003139955.1, s__UBA11358 sp0031399...","61.01","0.9052160197","Genome has more than 11.7% of markers with multiple hits"
"bin.021.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__","-","-","-","-","-","GCF_009765995.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus sp009765995","81.28","0.57","taxonomic classification defined by topology and ANI","-","GCA_004799435.1, s__Roseiarcus sp00479...","46.58","0.9711923639","-"
"bin.022.fa","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__","-","-","-","-","-","GCA_013288745.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter sp013288745","81.14","0.45","taxonomic classification defined by topology and ANI","-","-","15.21","0.9786813496","-"
"bin.025.fa","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavipsychrobacter;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_903882965.1, s__Flavipsychrobacter...","24.84","0.9647622297","-"
"bin.026.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","81.52","0.8312273909","-"
"bin.027.fa","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_013288235.1, s__Mucilaginibacter s...","30.2","0.9635572808","-"
"bin.029.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAIVDV01;s__","-","-","-","-","-","GCA_903832475.1","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAIVDV01;s__CAIVDV01 sp903832475","-","-","taxonomic classification defined by topology and ANI","-","GCA_903832055.1, s__CAIVDV01 sp9038320...","34.13","0.9530103585","-"
"bin.030.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-343;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_003166955.1, s__Palsa-343 sp003166...","27.91","0.9243881888","Genome has more than 55.0% of markers with multiple hits"
"bin.031.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCF_900141745.1, s__Paraburkholderia p...","22.67","0.9933562959","Genome has more than 10.8% of markers with multiple hits"
"bin.032.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__PALSA-1337;g__PALSA-1337;s__","-","-","-","-","-","GCA_003151615.1","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__PALSA-1337;g__PALSA-1337;s__PALSA-1337 sp003151615","80.27","0.56","taxonomic classification defined by topology and ANI","-","-","51.52","0.9536167472","-"
"bin.033.fa","d__Bacteria;p__FCPU426;c__Palsa-1180;o__Palsa-1180;f__Palsa-1180;g__Bog-1183;s__","-","-","-","-","-","GCA_003136635.1","d__Bacteria;p__FCPU426;c__Palsa-1180;o__Palsa-1180;f__Palsa-1180;g__Bog-1183;s__Bog-1183 sp003136635","82.43","0.78","taxonomic classification defined by topology and ANI","-","GCA_013286205.1, s__Bog-1183 sp0132862...","14.37","0.9700878827","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.034.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__","-","-","-","-","-","GCA_003140785.1","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003140785","77.99","0.33","taxonomic classification defined by topology and ANI","-","GCA_002314435.1, s__Terracidiphilus sp...","74.39","0.95417568","-"
"bin.036.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herminiimonas;s__","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","-","GCF_000026125.1, s__Herminiimonas arse...","46.2","0.978308681","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.037.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__","-","-","-","-","-","GCF_009766065.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter sp009766065","93.04","0.92","taxonomic classification defined by topology and ANI","-","GCF_002001175.1, s__Rhodanobacter sp00...","14.65","0.9960240943","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.038.fa","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__","-","-","-","-","-","GCA_013288745.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter sp013288745","81.48","0.53","taxonomic classification defined by topology and ANI","-","-","21.02","0.9721987453","-"
"bin.039.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidobacterium_A;s__","-","-","-","-","-","GCA_013285705.1","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidobacterium_A;s__Acidobacterium_A sp013285705","83.7","0.41","taxonomic classification defined by topology and ANI","-","GCF_009765985.1, s__Acidobacterium_A s...","54.85","0.9810252674","Genome has more than 18.3% of markers with multiple hits"
"bin.040.fa","d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Palsa-1150;s__","-","-","-","-","-","GCA_003139415.1","d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Palsa-1150;s__Palsa-1150 sp003139415","78.53","0.43","taxonomic classification defined by topology and ANI","-","GCA_003153495.1, s__Palsa-1150 sp00315...","80.54","0.9313915133","-"
"bin.042.fa","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__","-","-","-","-","-","GCF_009765905.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter sp009765905","90.92","0.77","taxonomic classification defined by topology and ANI","-","GCA_013289005.1, s__Mucilaginibacter s...","26.72","0.9937716673","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.043.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_A;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","59.02","0.9398682204","-"
"bin.045.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_A;s__","-","-","-","-","-","GCF_009766105.1","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_A;s__Granulicella_A sp009766105","91.8","0.82","taxonomic classification defined by topology and ANI","-","GCF_000178955.2, s__Granulicella_A mal...","52.89","0.9901440311","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.046.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales_A;f__BOG-932;g__BOG-932;s__","-","-","-","-","-","GCA_003165335.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales_A;f__BOG-932;g__BOG-932;s__BOG-932 sp003165335","78.65","0.36","taxonomic classification defined by topology and ANI","-","GCA_903970575.1, s__BOG-932 sp90397057...","42.72","0.9557032342","-"
"bin.047.fa","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948;g__JABEUT01;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_013288205.1, s__JABEUT01 sp0132882...","18.36","0.9534927028","Genome has more than 65.8% of markers with multiple hits"
"bin.048.fa","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_003169675.1, s__Bog-473 sp00316967...","44.21","0.907271996","-"
"bin.050.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Nevskia;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCF_000711955.1, s__Nevskia soli, 95.0...","21.12","0.9443739008","-"
"bin.051.fa","d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Aquilonibacter;s__","-","-","-","-","-","GCA_003167055.1","d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Aquilonibacter;s__Aquilonibacter stordalenmirensis","81.4","0.62","taxonomic classification defined by topology and ANI","-","-","32.54","0.967738267","-"
"bin.053.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__BOG-935;s__","-","-","-","-","-","GCA_003165275.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__BOG-935;s__BOG-935 sp003165275","78.24","0.36","taxonomic classification defined by topology and ANI","-","-","30.16","0.936088061","Genome has more than 12.5% of markers with multiple hits"
"bin.056.fa","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_903895255.1, s__UBA11358 sp9038952...","63.59","0.9443820445","-"
"bin.058.fa","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_903833055.1, s__UBA11358 sp9038330...","72.21","0.9302734611","-"
"bin.060.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella;s__","-","-","-","-","-","GCF_003977615.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella;s__Dyella sp003977615","87.33","0.52","taxonomic classification defined by topology and ANI","-","GCA_903970555.1, s__Dyella sp903970555...","27.62","0.9951249333","Genome has more than 31.7% of markers with multiple hits"
"bin.061.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","14.69","0.9603569166","-"
"bin.062.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__","-","-","-","-","-","GCF_009765975.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__Rhodopila sp009765975","86.03","0.73","taxonomic classification defined by topology and ANI","-","GCA_003506895.1, s__Rhodopila sp003506...","64.17","0.9812743621","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.064.fa","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948;g__JABEUT01;s__","-","-","-","-","-","GCA_013288205.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948;g__JABEUT01;s__JABEUT01 sp013288205","79.72","0.48","taxonomic classification defined by topology and ANI","-","GCA_903916255.1, s__JABEUT01 sp9039162...","80.52","0.9590519808","-"
"bin.066.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidocella;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCF_014201825.1, s__Acidocella aromati...","78.92","0.9516249806","-"
"bin.067.fa","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948;g__JABEUT01;s__","-","-","-","-","-","GCA_013288205.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948;g__JABEUT01;s__JABEUT01 sp013288205","83.14","0.5","taxonomic classification defined by topology and ANI","-","GCA_903916255.1, s__JABEUT01 sp9039162...","51.68","0.9771916224","-"
"bin.070.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__","-","-","-","-","-","GCA_003164375.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__BOG-931 sp003164375","77.21","0.29","taxonomic classification defined by topology and ANI","-","-","31.92","0.9484157633","Genome has more than 10.8% of markers with multiple hits"
"bin.072.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__VFKI01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","46.28","0.857724567","-"
"bin.075.fa","d__Bacteria;p__FCPU426;c__JAAXVQ01;o__;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","36.43","0.4626558099","-"
"bin.076.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__","-","-","-","-","-","GCA_903897605.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__Rhizomicrobium sp903897605","80.04","0.53","taxonomic classification defined by topology and ANI","-","GCA_903857685.1, s__Rhizomicrobium sp9...","14.69","0.9706225205","-"
"bin.077.fa","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__","-","-","-","-","-","GCA_013288745.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter sp013288745","80.39","0.33","taxonomic classification defined by topology and ANI","-","-","13.62","0.9802244996","-"
"bin.008.fa","d__Archaea;p__Huberarchaeota;c__Huberarchaeia;o__Huberarchaeales;f__;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-",23.87,0.4008901705,"-"
