Bin Name	Marker Lineage	# Genomes	# Markers	# Marker Sets	0	1	2	3	4	5+	Completeness	Contamination
bin.043	k__Bacteria	5449	104	58	81	21	2	0	0	0	25.39	3.45
bin.044	k__Bacteria	5449	104	58	14	45	44	1	0	0	88.56	40.32
bin.045	c__Alphaproteobacteria	564	348	229	114	177	53	3	1	0	74.98	19.07
bin.046	c__Gammaproteobacteria	67	481	276	42	396	42	1	0	0	93.61	9.84
bin.047	k__Archaea	207	145	103	35	109	1	0	0	0	76.38	0.97
bin.048	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.049	k__Bacteria	924	161	108	11	150	0	0	0	0	95.12	0.0
bin.050	k__Bacteria	2258	188	117	56	131	1	0	0	0	81.06	0.43
bin.051	k__Bacteria	5449	104	58	82	19	3	0	0	0	28.28	3.45
bin.052	k__Bacteria	88	230	148	8	221	1	0	0	0	94.93	0.68
bin.053	k__Bacteria	5449	104	58	31	16	44	10	3	0	82.15	91.03
bin.054	o__Burkholderiales	108	570	250	138	425	7	0	0	0	83.37	1.36
bin.055	k__Bacteria	5449	104	58	76	28	0	0	0	0	39.81	0.0
bin.056	k__Bacteria	5449	104	58	84	15	5	0	0	0	32.76	7.76
bin.057	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.058	k__Bacteria	924	161	108	12	145	4	0	0	0	95.5	3.24
bin.059	p__Euryarchaeota	148	188	125	50	134	4	0	0	0	78.81	2.4
bin.060	k__Bacteria	5449	104	58	6	41	32	19	5	1	91.38	90.39
bin.061	k__Bacteria	5449	104	58	18	86	0	0	0	0	71.84	0.0
bin.062	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.063	k__Bacteria	2258	188	117	63	115	10	0	0	0	69.59	5.11
bin.064	k__Bacteria	5449	103	57	19	48	34	2	0	0	70.89	38.04
bin.065	k__Bacteria	5449	104	58	102	2	0	0	0	0	3.45	0.0
bin.066	k__Bacteria	924	161	108	54	100	7	0	0	0	66.33	4.63
bin.067	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.068	k__Bacteria	5449	102	57	50	31	19	2	0	0	66.6	34.21
bin.069	k__Bacteria	2993	143	89	52	90	1	0	0	0	61.53	1.12
bin.070	k__Bacteria	5449	104	58	6	8	11	10	8	61	99.06	1000.21
bin.071	k__Bacteria	5449	101	57	99	2	0	0	0	0	3.51	0.0
bin.072	k__Bacteria	2258	188	117	14	169	4	1	0	0	89.74	5.13
bin.073	k__Bacteria	5449	104	58	95	9	0	0	0	0	10.34	0.0
bin.074	k__Bacteria	924	151	101	51	100	0	0	0	0	59.57	0.0
bin.075	k__Bacteria	5449	104	58	86	18	0	0	0	0	20.86	0.0
bin.076	k__Bacteria	924	151	101	100	51	0	0	0	0	32.16	0.0
bin.077	k__Bacteria	5449	104	58	88	16	0	0	0	0	25.86	0.0
bin.078	k__Bacteria	924	161	108	68	93	0	0	0	0	59.71	0.0
bin.079	k__Bacteria	924	161	108	59	36	31	24	8	3	75.28	93.4
bin.080	k__Bacteria	88	230	148	202	28	0	0	0	0	8.19	0.0
bin.081	k__Bacteria	924	151	101	42	109	0	0	0	0	63.53	0.0
bin.082	k__Bacteria	2993	147	91	59	83	5	0	0	0	75.25	4.4
bin.083	o__Rickettsiales	83	324	211	114	202	8	0	0	0	58.45	2.76
bin.084	k__Bacteria	5449	104	58	3	58	38	5	0	0	96.55	56.36
bin.085	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.086	k__Bacteria	2258	181	110	29	150	2	0	0	0	78.18	1.82
bin.087	k__Bacteria	2993	147	91	38	106	3	0	0	0	70.76	2.38
bin.088	k__Bacteria	5449	103	58	90	13	0	0	0	0	16.72	0.0
bin.089	k__Bacteria	2258	188	117	66	78	31	12	1	0	70.63	39.28
bin.090	k__Bacteria	88	230	148	39	189	2	0	0	0	86.15	1.35
bin.091	o__Rhizobiales	107	485	316	188	287	10	0	0	0	63.19	1.98
bin.092	k__Bacteria	5449	104	58	100	4	0	0	0	0	6.03	0.0
bin.093	k__Bacteria	2258	188	117	54	111	22	1	0	0	82.82	11.46
bin.094	p__Bacteroidetes	350	316	210	34	279	3	0	0	0	91.3	0.81
bin.095	p__Bacteroidetes	350	316	210	22	290	4	0	0	0	91.7	1.22
bin.096	k__Bacteria	5449	104	58	97	7	0	0	0	0	9.12	0.0
bin.097	k__Bacteria	5449	103	57	88	15	0	0	0	0	22.97	0.0
bin.098	k__Bacteria	5449	104	58	2	6	6	5	29	56	99.69	459.67
bin.099	k__Bacteria	5449	104	58	69	29	4	2	0	0	45.69	11.21
bin.100	k__Bacteria	5449	104	58	45	41	11	5	2	0	83.78	41.38
