	bin	BinContigLenSum	hallmarkSum	gcMean	seqname	max_contigLen	max_score	max_contigLenGroup	full-partial	bin_high_group	bin_high_ContigLenSum	GroupPercent
87	bin.089	2379332.0	0	58	NODE_2377_length_30687_cov_4.550307	30687.0		Bacteria?		Bacteria?	2342061.0	98.0
88	bin.090	308271.0	40	53	NODE_32_length_308271_cov_68.115108	308271.0	0.993	dsDNAphage	|full	dsDNAphage	308271.0	100.0
89	bin.091	3652242.0	0	64	NODE_383_length_87050_cov_10.604184	87050.0		Bacteria?		Bacteria?	3558937.0	97.0
90	bin.092	310192.0	12	45	NODE_31_length_310192_cov_12.051322	310192.0	0.973	dsDNAphage	|full	dsDNAphage	310192.0	100.0
91	bin.093	622792.0	0	48	NODE_9577_length_11961_cov_3.313539	11961.0		Bacteria?		Bacteria?	611459.0	98.0
92	bin.094	851341.0	0	56	NODE_7178_length_14576_cov_3.269196	14576.0		Bacteria?		Bacteria?	791335.0	92.0
93	bin.095	4244067.0	2	59	NODE_393_length_86090_cov_10.780508	86090.0		Bacteria?		Bacteria?	4221996.0	99.0
94	bin.096	2456066.0	0	63	NODE_890_length_54511_cov_4.843727	54511.0		Bacteria?		Bacteria?	2430376.0	98.0
95	bin.097	167908.0	0	55	NODE_18483_length_7615_cov_2.377646	7615.0		Bacteria?		Bacteria?	162566.0	96.0
96	bin.098	26528.0	0	66	NODE_27006_length_5899_cov_2.903491	5899.0		Bacteria?		Bacteria?	26528.0	100.0
97	bin.099	3849657.0	3	65	NODE_310_length_97314_cov_11.955521	97314.0		Bacteria?		Bacteria?	3754332.0	97.0
98	bin.100	4834838.0	8	59	NODE_1622_length_39015_cov_4.551925	39015.0		Bacteria?		Bacteria?	4667867.0	96.0
99	bin.101	3894420.0	1	46	NODE_64_length_223079_cov_7.782378	223079.0		Bacteria?		Bacteria?	3870520.0	99.0
100	bin.102	203060.0	9	59	NODE_367_length_89196_cov_6.392592	89196.0	0.987	dsDNAphage	|full	dsDNAphage	203060.0	100.0
101	bin.103	815139.0	0	54	NODE_161_length_142115_cov_17.189927	142115.0		Bacteria?		Bacteria?	815139.0	100.0
102	bin.104	4318288.0	3	59	NODE_235_length_113905_cov_10.263329	113905.0		Bacteria?		Bacteria?	4202243.0	97.0
103	bin.105	219660.0	8	64	NODE_66_length_219660_cov_12.834271	219660.0	0.953	dsDNAphage	|full	dsDNAphage	219660.0	100.0
104	bin.106	798222.0	1	47	NODE_82_length_195537_cov_10.371748	195537.0	0.867	dsDNAphage	|0_partial	Bacteria?	594531.0	74.0
105	bin.107	232636.0	2	63	NODE_275_length_105465_cov_6.835556	105465.0	0.987	dsDNAphage	|full	dsDNAphage	180750.0	77.0
106	bin.108	5714287.0	16	64	NODE_19_length_382117_cov_25.778722	382117.0		Bacteria?		Bacteria?	5540826.0	96.0
107	bin.109	3599760.0	0	63	NODE_405_length_84773_cov_7.009691	84773.0		Bacteria?		Bacteria?	3563672.0	98.0
108	bin.110	2869620.0	3	65	NODE_1185_length_46313_cov_7.562584	46313.0		Bacteria?		Bacteria?	2789403.0	97.0
109	bin.111	6615335.0	13	66	NODE_402_length_85003_cov_6.324846	85003.0		Bacteria?		Bacteria?	6459232.0	97.0
110	bin.112	2329658.0	24	52	NODE_2_length_948369_cov_133.682029	948369.0	0.9	dsDNAphage	|0_partial	Bacteria?	1346392.0	57.0
111	bin.113	118833.0	7	40	NODE_4000_length_21706_cov_3.893446	21706.0	0.98	dsDNAphage	|full	dsDNAphage	55249.0	46.0
112	bin.114	575694.0	1	50	NODE_6476_length_15675_cov_3.265429	15675.0	0.627	NCLDV	|full	Bacteria?	366021.0	63.0
113	bin.115	359293.0	24	34	NODE_21_length_359293_cov_28.730616	359293.0	1.0	dsDNAphage	|full	dsDNAphage	359293.0	100.0
114	bin.116	1658401.0	0	64	NODE_3347_length_24583_cov_3.737117	24583.0		Bacteria?		Bacteria?	1608638.0	96.0
115	bin.117	247111.0	10	57	NODE_74_length_208099_cov_11.159481	208099.0	1.0	dsDNAphage	|full	dsDNAphage	247111.0	100.0
116	bin.118	301053.0	5	53	NODE_2662_length_28388_cov_3.796386	28388.0	0.993	dsDNAphage	|full	dsDNAphage	244372.0	81.0
117	bin.119	170350.0	0	36	NODE_11858_length_10299_cov_3.204900	10299.0		Bacteria?		Bacteria?	147572.0	86.0
118	bin.120	2500901.0	2	65	NODE_627_length_65476_cov_6.105960	65476.0		Bacteria?		Bacteria?	2387077.0	95.0
119	bin.121	959490.0	0	63	NODE_6598_length_15467_cov_4.439333	15467.0		Bacteria?		Bacteria?	922298.0	96.0
120	bin.122	1596750.0	11	37	NODE_426_length_82176_cov_6.083694	82176.0		Bacteria?		Bacteria?	1427366.0	89.0
121	bin.123	2287052.0	0	62	NODE_14_length_408691_cov_28.922474	408691.0		Bacteria?		Bacteria?	2287052.0	100.0
122	bin.124	5093738.0	9	61	NODE_24_length_338019_cov_15.356319	338019.0		Bacteria?		Bacteria?	4837612.0	94.0
123	bin.125	250442.0	4	62	NODE_560_length_69579_cov_13.676759	69579.0	0.993	dsDNAphage	|full	dsDNAphage	229567.0	91.0
124	bin.126	294470.0	0	54	NODE_713_length_61383_cov_5.054559	61383.0		Bacteria?		dsDNAphage	104753.0	35.0
125	bin.127	331662.0	0	67	NODE_15996_length_8385_cov_3.556543	8385.0	0.647	dsDNAphage	|full	Bacteria?	317337.0	95.0
126	bin.128	1037696.0	0	49	NODE_5_length_725089_cov_16.491962	725089.0		Bacteria?		Bacteria?	1037696.0	100.0
127	bin.129	340438.0	6	44	NODE_94_length_181086_cov_6.114715	181086.0	1.0	dsDNAphage	|full	dsDNAphage	308222.0	90.0
128	bin.130	283971.0	2	47	NODE_105_length_175530_cov_5.976447	175530.0	0.753	NCLDV	|full	NCLDV	226163.0	79.0
129	bin.131	162736.0	0	61	NODE_2670_length_28321_cov_3.920611	28321.0		Bacteria?		Bacteria?	135914.0	83.0
130	bin.132	289621.0	1	25	NODE_2891_length_26969_cov_5.534740	26969.0		Bacteria?		Bacteria?	261896.0	90.0
131	bin.133	16988.0	2	62	NODE_25238_length_6191_cov_2.570893	6191.0	1.0	dsDNAphage	|full	Bacteria?	10797.0	63.0
132	bin.134	633934.0	1	67	NODE_7970_length_13597_cov_4.251218	13597.0		Bacteria?		Bacteria?	616055.0	97.0
133	bin.135	228634.0	4	69	NODE_12338_length_10013_cov_3.241715	10013.0	1.0	dsDNAphage	|full	Bacteria?	193697.0	84.0
134	bin.136	4509338.0	9	61	NODE_168_length_137543_cov_43.703763	137543.0		Bacteria?		Bacteria?	4418201.0	97.0
135	bin.137	5719770.0	10	41	NODE_258_length_108614_cov_5.893100	108614.0		Bacteria?		Bacteria?	5485072.0	95.0
136	bin.138	12817030.0	31	61	NODE_199_length_125574_cov_9.999984	125574.0		Bacteria?		Bacteria?	12190371.0	95.0
137	bin.139	5812021.0	12	56	NODE_28_length_315059_cov_16.667699	315059.0		Bacteria?		Bacteria?	5456424.0	93.0
138	bin.140	4539601.0	19	34	NODE_117_length_166960_cov_7.013762	166960.0		Bacteria?		Bacteria?	4404396.0	97.0
139	bin.141	353786.0	0	57	NODE_745_length_60089_cov_28.878252	60089.0		Bacteria?		Bacteria?	353786.0	100.0
140	bin.142	4340679.0	17	60	NODE_571_length_69178_cov_12.427296	69178.0		Bacteria?		Bacteria?	4071629.0	93.0
141	bin.143	5743.0	0	68	NODE_28100_length_5743_cov_2.644515	5743.0		Bacteria?		Bacteria?	5743.0	100.0
142	bin.unbinned	46775334.0	2061	53	NODE_1_length_1449341_cov_123.905014	1449340.0		Bacteria?				
