	bin	BinContigLenSum	hallmarkSum	gcMean	seqname	max_contigLen	max_score	max_contigLenGroup	full-partial	bin_high_group	bin_high_ContigLenSum	GroupPercent
74	bin.075	840487	0	54	NODE_87_length_135949_cov_16.392504	135949		Bacteria?		Bacteria?	774963.0	92.0
75	bin.076	2034945	8	36	NODE_125_length_118200_cov_14.738982	118200		Bacteria?		Bacteria?	1720675.0	84.0
76	bin.077	4279136	5	64	NODE_135_length_115835_cov_7.467620	115835		Bacteria?		Bacteria?	4225063.0	98.0
77	bin.078	2434516	0	61	NODE_1231_length_39885_cov_21.930203	39885		Bacteria?		Bacteria?	2370353.0	97.0
78	bin.079	1078045	4	37	NODE_157_length_107275_cov_11.346157	107275		Bacteria?		Bacteria?	1032831.0	95.0
79	bin.080	561417	0	53	NODE_388_length_68563_cov_5.500248	68563		Bacteria?		Bacteria?	550327.0	98.0
80	bin.081	883768	0	53	NODE_433_length_65276_cov_4.828261	65276		Bacteria?		Bacteria?	856872.0	96.0
81	bin.082	769161	4	52	NODE_524_length_60134_cov_5.065580	60134		Bacteria?		Bacteria?	660743.0	85.0
82	bin.083	340992	13	32	NODE_34_length_204220_cov_11.537864	204220	1.0	dsDNAphage	|full	dsDNAphage	300157.0	88.0
83	bin.084	257091	0	61	NODE_193_length_96213_cov_39.748310	96213		Bacteria?		Bacteria?	208847.0	81.0
84	bin.085	4583016	33	37	NODE_95_length_130710_cov_6.443910	130710		Bacteria?		Bacteria?	4001261.0	87.0
85	bin.086	841959	0	48	NODE_8_length_330227_cov_27.449214	330227		Bacteria?		Bacteria?	841959.0	100.0
86	bin.087	1274903	6	43	NODE_2659_length_25326_cov_4.355031	25326		Bacteria?		Bacteria?	1154433.0	90.0
87	bin.088	769884	0	47	NODE_18_length_258629_cov_7.719759	258629		Bacteria?		Bacteria?	769884.0	100.0
88	bin.089	787160	0	50	NODE_270_length_81343_cov_7.301939	81343		Bacteria?		Bacteria?	698654.0	88.0
89	bin.090	183631	0	44	NODE_10552_length_10087_cov_3.584629	10087		Bacteria?		Bacteria?	172540.0	93.0
90	bin.091	719847	0	45	NODE_405_length_67290_cov_6.041481	67290		Bacteria?		Bacteria?	719847.0	100.0
91	bin.092	3770304	0	63	NODE_121_length_119120_cov_8.249586	119120		Bacteria?		Bacteria?	3756084.0	99.0
92	bin.093	252947	17	45	NODE_3226_length_22346_cov_3.674129	22346	0.993	dsDNAphage	|full	dsDNAphage	217738.0	86.0
93	bin.094	227328	5	40	NODE_3397_length_21637_cov_4.308961	21637		Bacteria?		dsDNAphage	102049.0	44.0
94	bin.095	357162	0	61	NODE_85_length_137211_cov_12.099668	137211	0.873	dsDNAphage	|full	dsDNAphage	357162.0	100.0
95	bin.096	551800	18	29	NODE_55_length_170624_cov_6.404458	170624	0.973	dsDNAphage	|full	dsDNAphage	537104.0	97.0
96	bin.097	1841360	6	53	NODE_297_length_78301_cov_5.620032	78301	0.9	dsDNAphage	|0_partial	Bacteria?	1622243.0	88.0
97	bin.098	132986	0	38	NODE_13614_length_8372_cov_3.423710	8372		Bacteria?		Bacteria?	115685.0	86.0
98	bin.099	224646	9	41	NODE_25_length_224646_cov_12.118972	224646	0.993	dsDNAphage	|full	dsDNAphage	224646.0	100.0
99	bin.100	232786	14	59	NODE_101_length_126663_cov_6.812666	126663	0.98	dsDNAphage	|full	dsDNAphage	224531.0	96.0
100	bin.101	863010	0	51	NODE_1105_length_42144_cov_6.913136	42144		Bacteria?		Bacteria?	735258.0	85.0
101	bin.102	2731059	3	62	NODE_4265_length_18674_cov_4.152640	18674		Bacteria?		Bacteria?	2614951.0	95.0
102	bin.103	887401	0	44	NODE_4624_length_17693_cov_3.922213	17693		Bacteria?		Bacteria?	853118.0	96.0
103	bin.104	597111	0	42	NODE_4675_length_17566_cov_3.522472	17566		Bacteria?		Bacteria?	569519.0	95.0
104	bin.105	3708150	4	64	NODE_35_length_203721_cov_15.233102	203721		Bacteria?		Bacteria?	3658147.0	98.0
105	bin.106	818025	3	52	NODE_194_length_96173_cov_5.863241	96173		Bacteria?		Bacteria?	745553.0	91.0
106	bin.107	259373	0	51	NODE_5573_length_15669_cov_4.756180	15669		Bacteria?		Bacteria?	253432.0	97.0
107	bin.108	556321	1	52	NODE_1473_length_36282_cov_4.726806	36282		Bacteria?		Bacteria?	476773.0	85.0
108	bin.109	308810	0	45	NODE_6255_length_14474_cov_3.351481	14474		Bacteria?		Bacteria?	302879.0	98.0
109	bin.110	859686	1	51	NODE_45_length_180724_cov_12.037776	180724		Bacteria?		Bacteria?	835394.0	97.0
110	bin.111	193842	0	35	NODE_2024_length_30164_cov_3.876781	30164		Bacteria?		dsDNAphage	86877.0	44.0
111	bin.112	122866	3	60	NODE_11356_length_9556_cov_2.971266	9556	1.0	dsDNAphage	|full	dsDNAphage	60288.0	49.0
112	bin.113	251219	11	40	NODE_671_length_54288_cov_6.334575	54288	0.987	dsDNAphage	|full	dsDNAphage	242785.0	96.0
113	bin.114	1917845	17	44	NODE_462_length_63207_cov_5.918562	63207		Bacteria?		Bacteria?	1751953.0	91.0
114	bin.115	655411	0	49	NODE_1000_length_44232_cov_6.913190	44232		Bacteria?		Bacteria?	570043.0	86.0
115	bin.116	5256597	31	62	NODE_732_length_51786_cov_8.788173	51786	1.0	dsDNAphage	|full	Bacteria?	5049706.0	96.0
116	bin.117	273278	0	44	NODE_6205_length_14568_cov_3.142355	14568		Bacteria?		Bacteria?	229377.0	83.0
117	bin.118	3864389	1	56	NODE_167_length_103753_cov_5.676840	103753		Bacteria?		Bacteria?	3789235.0	98.0
118	bin.119	255635	1	56	NODE_3306_length_22012_cov_5.014984	22012	0.707	dsDNAphage	|full	Bacteria?	207932.0	81.0
119	bin.120	247266	3	49	NODE_29_length_216869_cov_8.342114	216869	0.96	dsDNAphage	|full	dsDNAphage	247266.0	100.0
120	bin.121	406959	17	32	NODE_1134_length_41509_cov_4.443697	41509	0.987	dsDNAphage	|full	dsDNAphage	308802.0	75.0
121	bin.122	492316	0	45	NODE_3066_length_23137_cov_4.249632	23137		Bacteria?		Bacteria?	465938.0	94.0
122	bin.123	512743	12	61	NODE_19_length_255398_cov_34.915075	255398	0.9	dsDNAphage	|full	dsDNAphage	494247.0	96.0
123	bin.124	1060851	6	65	NODE_1717_length_33053_cov_6.018274	33053	0.993	dsDNAphage	|full	Bacteria?	981203.0	92.0
124	bin.125	323107	20	68	NODE_1160_length_41066_cov_6.430762	41066	0.953	dsDNAphage	|full	dsDNAphage	290592.0	89.0
125	bin.126	157282	0	46	NODE_5916_length_15035_cov_3.948665	15035		Bacteria?		Bacteria?	149462.0	95.0
126	bin.127	228201	13	58	NODE_24_length_228201_cov_12.661348	228201	0.987	dsDNAphage	|full	dsDNAphage	228201.0	100.0
127	bin.128	805500	0	56	NODE_15_length_268235_cov_8.215795	268235		Bacteria?		Bacteria?	805500.0	100.0
128	bin.129	519688	4	29	NODE_379_length_69573_cov_7.341494	69573	1.0	NCLDV	|full	NCLDV	388028.0	74.0
129	bin.130	558675	2	26	NODE_1038_length_43449_cov_4.496751	43449	0.887	NCLDV	|full	Bacteria?	279790.0	50.0
130	bin.131	936853	0	53	NODE_846_length_47847_cov_5.676117	47847		Bacteria?		Bacteria?	871615.0	93.0
131	bin.132	340904	4	48	NODE_795_length_49550_cov_5.527831	49550	0.967	NCLDV	|full	NCLDV	264782.0	77.0
132	bin.134	200750	0	55	NODE_2735_length_24823_cov_6.086725	24823		Bacteria?		Bacteria?	181244.0	90.0
133	bin.135	449058	3	68	NODE_9066_length_11202_cov_3.225442	11202		Bacteria?		Bacteria?	418407.0	93.0
134	bin.136	561259	3	55	NODE_7173_length_13175_cov_3.175534	13175		Bacteria?		Bacteria?	533462.0	95.0
135	bin.137	345524	2	24	NODE_2329_length_27407_cov_5.875183	27407	0.94	lavidaviridae	|full	Bacteria?	172034.0	49.0
136	bin.138	494840	8	42	NODE_2_length_494840_cov_20.338171	494840	0.953	dsDNAphage	|full	dsDNAphage	494840.0	100.0
137	bin.139	1071459	0	36	NODE_626_length_55741_cov_4.578799	55741		Bacteria?		Bacteria?	1007431.0	94.0
138	bin.140	1720683	16	68	NODE_440_length_64970_cov_6.275191	64970	0.993	dsDNAphage	|full	Bacteria?	1646537.0	95.0
139	bin.141	1989452	7	59	NODE_21_length_237878_cov_10.599013	237878		Bacteria?		Bacteria?	1922891.0	96.0
140	bin.142	1052374	0	55	NODE_86_length_136464_cov_6.806699	136464		Bacteria?		Bacteria?	1027820.0	97.0
141	bin.143	2780185	0	60	NODE_155_length_108086_cov_52.255843	108086		Bacteria?		Bacteria?	2759332.0	99.0
142	bin.144	1018921	1	50	NODE_687_length_53625_cov_4.881352	53625		Bacteria?		Bacteria?	891232.0	87.0
143	bin.145	660529	0	57	NODE_721_length_52244_cov_5.258924	52244		Bacteria?		Bacteria?	578902.0	87.0
144	bin.146	647992	0	41	NODE_947_length_45516_cov_6.195596	45516		Bacteria?		Bacteria?	630106.0	97.0
145	bin.147	553512	19	58	NODE_1014_length_43945_cov_6.485395	43945	0.74	dsDNAphage	|full	dsDNAphage	283362.0	51.0
146	bin.148	3787261	0	58	NODE_241_length_84714_cov_7.545400	84714		Bacteria?		Bacteria?	3780418.0	99.0
147	bin.149	1433970	0	50	NODE_201_length_92141_cov_4.818691	92141	0.707	NCLDV	|full	Bacteria?	901701.0	62.0
148	bin.150	191606	5	44	NODE_1366_length_38084_cov_4.768282	38084	0.993	dsDNAphage	|full	dsDNAphage	149734.0	78.0
149	bin.151	2708208	0	59	NODE_676_length_54092_cov_6.570924	54092		Bacteria?		Bacteria?	2708208.0	100.0
150	bin.152	2324405	8	58	NODE_567_length_57614_cov_7.660679	57614		Bacteria?		Bacteria?	2191561.0	94.0
151	bin.153	521113	17	38	NODE_882_length_46924_cov_6.060765	46924	0.987	dsDNAphage	|full	dsDNAphage	326938.0	62.0
152	bin.154	721010	0	62	NODE_3514_length_21144_cov_3.915454	21144		Bacteria?		Bacteria?	721010.0	100.0
153	bin.155	229095	10	68	NODE_4120_length_19120_cov_3.884553	19120	0.953	dsDNAphage	|full	dsDNAphage	167655.0	73.0
154	bin.156	85396	0	61	NODE_5673_length_15449_cov_3.300377	15449	0.847	dsDNAphage	|full	dsDNAphage	52352.0	61.0
155	bin.157	156347	0	46	NODE_8667_length_11534_cov_3.079275	11534		Bacteria?		Bacteria?	142951.0	91.0
156	bin.158	287258	24	69	NODE_147_length_109806_cov_7.295642	109806	0.913	dsDNAphage	|full	dsDNAphage	280664.0	97.0
157	bin.159	108749	0	47	NODE_10414_length_10174_cov_3.396185	10174		Bacteria?		Bacteria?	102344.0	94.0
158	bin.160	1296054	4	66	NODE_4021_length_19431_cov_3.359569	19431		Bacteria?		Bacteria?	1187599.0	91.0
159	bin.161	116873	0	37	NODE_13805_length_8292_cov_3.021367	8292		Bacteria?		Bacteria?	116873.0	100.0
160	bin.162	307009	0	48	NODE_10170_length_10340_cov_3.122995	10340		Bacteria?		Bacteria?	295569.0	96.0
161	bin.163	49819	0	65	NODE_17914_length_6914_cov_2.846042	6914		Bacteria?		Bacteria?	43838.0	87.0
162	bin.unbinned	50223819	2387	51	NODE_1_length_620688_cov_28.577779	620688		Bacteria?				
