Bin Name	Marker Lineage	# Genomes	# Markers	# Marker Sets	0	1	2	3	4	5+	Completeness	Contamination
bin.052	k__Bacteria	2258	187	116	4	180	3	0	0	0	98.44	2.16
bin.053	k__Bacteria	924	151	101	41	108	2	0	0	0	63.66	1.1
bin.054	k__Archaea	207	149	107	137	12	0	0	0	0	1.65	0.0
bin.055	k__Bacteria	901	171	117	58	113	0	0	0	0	57.66	0.0
bin.056	k__Bacteria	901	171	117	50	119	2	0	0	0	61.51	0.57
bin.057	o__Rhodospirillales	63	336	201	207	124	5	0	0	0	43.49	0.56
bin.058	root	5656	56	24	53	3	0	0	0	0	12.5	0.0
bin.059	k__Bacteria	2993	147	91	42	53	29	19	4	0	84.07	69.86
bin.060	k__Bacteria	5449	101	57	43	57	1	0	0	0	81.18	1.75
bin.061	k__Bacteria	5449	104	58	13	91	0	0	0	0	80.46	0.0
bin.062	k__Bacteria	5449	104	58	41	31	25	7	0	0	70.5	47.02
bin.063	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.064	k__Bacteria	2993	143	89	61	81	1	0	0	0	66.86	1.12
bin.065	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.066	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.067	k__Bacteria	88	230	148	45	183	2	0	0	0	89.24	0.47
bin.068	k__Bacteria	5449	104	58	84	20	0	0	0	0	19.36	0.0
bin.069	k__Bacteria	924	161	108	31	129	1	0	0	0	73.61	0.93
bin.070	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.071	k__Bacteria	5449	104	58	47	57	0	0	0	0	81.54	0.0
bin.072	k__Bacteria	2921	152	93	95	56	1	0	0	0	40.42	1.08
bin.073	k__Bacteria	2993	143	89	25	118	0	0	0	0	74.53	0.0
bin.074	k__Bacteria	2258	187	116	90	92	5	0	0	0	65.28	2.93
bin.075	o__Rhizobiales	107	485	316	34	436	15	0	0	0	92.63	3.82
bin.076	k__Bacteria	5449	104	58	80	22	2	0	0	0	38.28	3.45
bin.077	k__Bacteria	2258	187	116	33	152	2	0	0	0	85.39	0.91
bin.078	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.079	k__Bacteria	5449	104	58	25	30	35	13	1	0	76.75	66.27
bin.080	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.081	k__Bacteria	5449	103	58	22	47	31	1	2	0	73.56	33.84
bin.082	root	5656	56	24	55	1	0	0	0	0	4.17	0.0
bin.083	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.084	k__Bacteria	924	151	101	54	43	51	3	0	0	65.2	39.7
bin.085	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.086	k__Archaea	207	149	107	26	121	2	0	0	0	78.97	1.87
bin.087	root	5656	56	24	55	1	0	0	0	0	4.17	0.0
bin.088	k__Bacteria	901	171	117	50	121	0	0	0	0	62.79	0.0
bin.089	k__Bacteria	2258	188	117	76	79	31	1	1	0	64.33	23.41
bin.090	k__Bacteria	5449	104	58	102	2	0	0	0	0	0.31	0.0
bin.091	c__Gammaproteobacteria	67	481	276	110	334	35	2	0	0	86.64	9.25
bin.092	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.093	k__Bacteria	2258	182	112	106	75	1	0	0	0	44.21	0.89
bin.094	k__Bacteria	2921	152	93	81	70	1	0	0	0	56.93	0.36
bin.095	k__Bacteria	5449	104	58	53	51	0	0	0	0	76.21	0.0
bin.096	o__Rhizobiales	107	485	316	183	286	14	2	0	0	64.53	2.82
bin.097	k__Bacteria	5449	104	58	97	7	0	0	0	0	10.34	0.0
bin.098	o__Sphingomonadales	26	569	293	498	63	8	0	0	0	9.21	0.09
bin.099	k__Bacteria	5449	101	57	48	29	24	0	0	0	76.09	36.84
bin.100	k__Bacteria	5449	104	58	64	39	1	0	0	0	61.21	1.72
bin.101	k__Bacteria	2258	181	111	18	160	3	0	0	0	97.4	2.03
bin.102	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.103	k__Bacteria	924	151	101	64	87	0	0	0	0	55.58	0.0
bin.104	k__Bacteria	2258	187	116	36	145	5	1	0	0	85.65	4.89
bin.105	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.106	k__Bacteria	5449	104	58	36	61	7	0	0	0	68.97	3.37
bin.107	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.108	o__Rhodospirillales	63	336	201	50	284	2	0	0	0	95.08	1.0
bin.109	k__Bacteria	2993	147	91	40	99	8	0	0	0	85.88	6.23
bin.110	k__Bacteria	5449	104	58	64	34	5	1	0	0	49.37	10.34
bin.111	k__Bacteria	2993	147	91	25	110	11	1	0	0	94.17	10.44
bin.112	f__Enterobacteriaceae	223	876	305	318	558	0	0	0	0	60.25	0.0
bin.113	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.114	k__Archaea	207	149	107	138	11	0	0	0	0	2.44	0.0
bin.115	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.116	o__Sphingomonadales	26	569	293	250	306	13	0	0	0	58.25	2.5
bin.117	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.118	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.119	k__Bacteria	5449	103	57	85	17	1	0	0	0	25.44	1.75
bin.120	k__Bacteria	5449	101	57	63	29	9	0	0	0	59.12	13.51
bin.121	k__Bacteria	5449	104	58	72	32	0	0	0	0	34.92	0.0
bin.122	k__Bacteria	924	151	101	42	100	6	3	0	0	62.87	1.71
bin.123	k__Bacteria	88	227	146	3	224	0	0	0	0	97.95	0.0
bin.124	k__Bacteria	2258	188	117	52	134	2	0	0	0	91.87	1.71
bin.125	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.126	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.127	k__Bacteria	5449	104	58	82	19	2	1	0	0	26.52	6.03
bin.128	k__Archaea	207	149	107	25	123	1	0	0	0	81.0	0.93
bin.129	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.130	k__Archaea	207	149	107	140	9	0	0	0	0	1.83	0.0
bin.131	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.132	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.133	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.134	k__Bacteria	5449	104	58	86	13	3	2	0	0	21.16	7.76
bin.135	k__Bacteria	5449	104	58	89	15	0	0	0	0	19.12	0.0
bin.136	k__Bacteria	5449	104	58	84	20	0	0	0	0	33.62	0.0
bin.137	k__Bacteria	5449	104	58	54	50	0	0	0	0	74.29	0.0
bin.138	k__Bacteria	5449	104	58	27	22	27	21	7	0	89.97	133.4
bin.139	k__Bacteria	2258	188	117	21	164	3	0	0	0	95.01	1.71
bin.140	g__Clostridium	44	404	145	2	388	12	2	0	0	98.62	5.78
bin.141	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.142	k__Bacteria	88	227	146	62	87	73	5	0	0	81.34	45.05
bin.143	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
