"User Genome","Classification","FastANI Reference","FastANI Reference Radius","FastANI Taxonomy","FastANI ANI","FastANI Alignment Fraction","Closest Placement Reference","Closest Placement Taxonomy","Closest Placement ANI","Closest Placement Alignment Fraction","Classification Method","Note","Other Related References","MSA AA Percent","RED Value","Warnings"
"bin.014.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","-","GCF_900096975.1, s__Paraburkholderia l...","55.05","0.9898328638","Genome has more than 32.5% of markers with multiple hits"
"bin.016.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__13-2-20CM-66-19;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_005878835.1, s__13-2-20CM-66-19 sp...","35.08","0.9410596619","Genome has more than 18.3% of markers with multiple hits"
"bin.017.fa","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","63.15","0.9298927089","Genome has more than 10.8% of markers with multiple hits"
"bin.018.fa","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__FEN-1251;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","10.13","0.9162462421","Genome domain questionable ( 11.7% Bacterial, 3.3% Archaeal)"
"bin.019.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","60.31","0.8951355644","Genome has more than 10.0% of markers with multiple hits"
"bin.022.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-89;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_003166865.1, s__Palsa-89 sp0031668...","83.03","0.9194501698","-"
"bin.025.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__","-","-","-","-","-","GCA_903897605.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__Rhizomicrobium sp903897605","80.37","0.39","taxonomic classification defined by topology and ANI","-","GCA_903857685.1, s__Rhizomicrobium sp9...","30.51","0.9686363323","Genome has more than 21.7% of markers with multiple hits"
"bin.027.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_003132025.1, s__FEN-1191 sp0031320...","22.87","0.9305823148","-"
"bin.028.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__VBCK01;s__","-","-","-","-","-","GCA_005882215.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__VBCK01;s__VBCK01 sp005882215","81.08","0.58","taxonomic classification defined by topology and ANI","-","-","25.83","0.9511907628","Genome has more than 14.2% of markers with multiple hits"
"bin.029.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__PALSA-1337;g__PALSA-1337;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","17.11","0.9128462298","-"
"bin.030.fa","d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Sporomusales;f__UPPP01;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","82.11","0.759987335","-"
"bin.031.fa","d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Propionisporales;f__Propionisporaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","50.35","0.9125460867","Genome has more than 11.7% of markers with multiple hits"
"bin.032.fa","d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__CAJCIW01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","28.93","0.9225395178","-"
"bin.033.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","66.21","0.8829949251","-"
"bin.034.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","-","GCF_000497835.1, s__Pseudomonas_E sp00...","87.29","0.9890037538","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.036.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","55.61","0.8265779611","-"
"bin.037.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","50.43","0.8794886908","-"
"bin.043.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","25.61","0.814842643","-"
"bin.044.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-343;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_003166955.1, s__Palsa-343 sp003166...","55.91","0.9380925426","-"
"bin.045.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAIVDV01;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","39.59","0.9337643749","-"
"bin.046.fa","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__","-","-","-","-","-","GCA_003133815.1","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358 sp003133815","83.38","0.52","taxonomic classification defined by topology and ANI","-","GCA_003139955.1, s__UBA11358 sp0031399...","83.88","0.958036485","-"
"bin.050.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__BGMRC-2031;s__","-","-","-","-","-","GCF_004346745.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__BGMRC-2031;s__BGMRC-2031 sp004346745","81.03","0.57","taxonomic classification defined by topology and ANI","-","GCF_010131535.1, s__BGMRC-2031 sp01013...","76.69","0.9638493306","-"
"bin.051.fa","d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-18226;g__Neobacillus;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","94.28","0.8428571747","-"
"bin.052.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_003170825.1, s__Terracidiphilus sp...","92.38","0.9248549113","-"
"bin.053.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","67.78","0.8770926576","-"
"bin.055.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","65.14","0.876979317","-"
"bin.056.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","68.69","0.8839351213","-"
"bin.057.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","-","GCF_903915535.1, s__Reyranella aerosac...","36.13","0.988748071","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.058.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__LLD-282;f__LLD-282;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","15.07","0.751197975","-"
"bin.059.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","28.97","0.8066054653","Genome has more than 43.3% of markers with multiple hits"
"bin.060.fa","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","61.76","0.8769841093","-"
"bin.061.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA6065;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","63.27","0.8278299985","-"
"bin.062.fa","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948;g__JABEUT01;s__","-","-","-","-","-","GCA_013289395.1","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948;g__JABEUT01;s__JABEUT01 sp013289395","85.88","0.46","taxonomic classification defined by topology and ANI","-","GCA_013288205.1, s__JABEUT01 sp0132882...","33","0.9878995713","Genome has more than 36.7% of markers with multiple hits"
"bin.064.fa","d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__","-","-","-","-","-","GCA_013044195.1","d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__GWA2-66-18 sp013044195","80.89","0.56","taxonomic classification defined by topology and ANI","-","GCA_903874575.1, s__GWA2-66-18 sp90387...","56.9","0.9631194135","-"
"bin.067.fa","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__","-","-","-","-","-","GCA_003133815.1","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358 sp003133815","81.72","0.54","taxonomic classification defined by topology and ANI","-","GCA_003139955.1, s__UBA11358 sp0031399...","70.52","0.9508139442","-"
"bin.068.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__","-","-","-","-","-","GCA_003165495.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Bog-1198 sp003165495","79.33","0.4","taxonomic classification defined by topology and ANI","-","GCA_003132425.1, s__Bog-1198 sp0031324...","18.21","0.9702478179","-"
"bin.069.fa","d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__UBA5150;s__","-","-","-","-","-","GCA_003133385.1","d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__UBA5150;s__UBA5150 sp003133385","78.08","0.31","taxonomic classification defined by topology and ANI","-","-","74.67","0.9625811398","-"
"bin.071.fa","d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__PALSA-1444;s__","-","-","-","-","-","GCA_013286675.1","d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__PALSA-1444;s__PALSA-1444 sp013286675","85.41","0.67","taxonomic classification defined by topology and ANI","-","GCA_003153295.1, s__PALSA-1444 sp00315...","61.96","0.9818948847","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.072.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__UBA10103;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","29.94","0.9225296034","-"
"bin.073.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","67.64","0.8429384672","-"
"bin.074.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_003170825.1, s__Terracidiphilus sp...","47.05","0.9212831539","-"
"bin.075.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__","-","-","-","-","-","GCA_003164375.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__BOG-931 sp003164375","77.5","0.25","taxonomic classification defined by topology and ANI","-","-","85.31","0.9490748625","-"
"bin.076.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__","-","-","-","-","-","GCF_003429005.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia sp003429005","83.71","0.61","taxonomic classification defined by topology and ANI","-","GCF_900142845.1, s__Paraburkholderia p...","30.16","0.9852290059","-"
"bin.077.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Silvibacterium;s__","-","-","-","-","-","GCF_001006305.1","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Silvibacterium;s__Silvibacterium bohemicum","79.21","0.39","taxonomic classification defined by topology and ANI","-","GCF_004123295.1, s__Silvibacterium din...","75.16","0.961717367","-"
"bin.078.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","11.71","0.8778717642","-"
"bin.079.fa","d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__JACDET01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","15.11","0.8649835341","Genome has more than 44.2% of markers with multiple hits"
"bin.081.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","34.27","0.8717938768","Genome has more than 27.5% of markers with multiple hits"
"bin.084.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__UBA10103;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","27.4","0.9279319015","Genome has more than 33.3% of markers with multiple hits"
"bin.088.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__UBA10103;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","69.57","0.9212676146","-"
"bin.089.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__Palsa-295;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_003156635.1, s__Palsa-295 sp003156...","39.49","0.964367097","Genome has more than 19.2% of markers with multiple hits"
"bin.091.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__","-","-","-","-","-","-","-","-","-","ANI","-","GCA_003134045.1, s__Bog-1198 sp0031340...","63.47","0.9597979232","-"
"bin.093.fa","d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia_A;o__UBA1018;f__UBA1018;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","40.52","0.8024288667","-"
"bin.094.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SXRF01;g__JABCZZ01;s__","-","-","-","-","-","-","-","-","-","taxonomic classification fully defined by topology","-","-","45.3","0.9109305634","-"
"bin.095.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella;s__","-","-","-","-","-","GCF_003977615.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella;s__Dyella sp003977615","87.81","0.75","taxonomic classification defined by topology and ANI","-","GCA_903970555.1, s__Dyella sp903970555...","65.32","0.996909872","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.096.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__","-","-","-","-","-","GCA_003164375.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__BOG-931 sp003164375","80.07","0.54","taxonomic classification defined by topology and ANI","-","-","44.87","0.9617177955","-"
"bin.098.fa","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__","-","-","-","-","-","GCA_003222535.1","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__Gp6-AA45 sp003222535","79.6","0.59","taxonomic classification defined by topology and ANI","-","GCA_003223775.1, s__Gp6-AA45 sp0032237...","11.51","0.9357977832","-"
"bin.099.fa","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__","-","-","-","-","-","GCA_003140665.1","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__Palsa-1447 sp003140665","79.75","0.39","taxonomic classification defined by topology and ANI","-","GCA_003168315.1, s__Palsa-1447 sp00316...","36.85","0.9728177146","Genome has more than 29.2% of markers with multiple hits"
"bin.100.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PKWO01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","47.19","0.9588927891","-"
"bin.101.fa","d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","85.17","0.8772417711","-"
"bin.103.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","57.47","0.8829886464","-"
"bin.104.fa","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__","-","-","-","-","-","GCA_003140785.1","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003140785","78.01","0.31","taxonomic classification defined by topology and ANI","-","GCA_002314435.1, s__Terracidiphilus sp...","76.41","0.9539151783","-"
"bin.106.fa","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","55.49","0.8747078848","-"
"bin.108.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","79.59","0.8359290156","-"
"bin.109.fa","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__","-","-","-","-","-","GCA_903910555.1","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__Fen-1231 sp903910555","80.98","0.62","taxonomic classification defined by topology and ANI","-","GCA_003171215.1, s__Fen-1231 sp0031712...","69.49","0.9773745961","-"
"bin.110.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","32.26","0.8323526155","-"
"bin.111.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__Aliidongia;s__","-","-","-","-","-","GCA_014643535.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__Aliidongia;s__Aliidongia dinghuensis","84.22","0.61","taxonomic classification defined by topology and ANI","-","-","75.2","0.9563231145","-"
"bin.112.fa","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rahnella;s__Rahnella chamberiensis_A","GCF_009295505.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rahnella;s__Rahnella chamberiensis_A","99.23","0.95","GCF_009295505.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rahnella;s__Rahnella chamberiensis_A","99.23","0.95","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_002951615.1, s__Rahnella sp0029516...","58.82","-","-"
"bin.116.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__","-","-","-","-","-","GCF_001598555.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium rosa","89.29","0.69","taxonomic classification defined by topology and ANI","-","GCF_003208375.1, s__Novosphingobium sp...","39.01","0.9979375389","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.119.fa","d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","19.71","0.8153332606","-"
"bin.120.fa","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","31.29","0.9343524771","-"
"bin.121.fa","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__","-","-","-","-","-","GCF_009765995.1","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus sp009765995","81.04","0.65","taxonomic classification defined by topology and ANI","-","GCA_003164915.1, s__Roseiarcus sp00316...","30.59","0.9757463674","Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"bin.122.fa","d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__JACDET01;s__","-","-","-","-","-","-","-","-","-","taxonomic novelty determined using RED","-","-","61.72","0.8771753325","-"
